index,stem,source_structure_path,selected_chain,aa_length,structure_length,seq_cluster,structure_cluster,combined_cluster,split
2355,spec_unconditional_monomer_unconditional_monomer_807_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_807_model_0.cif,A,276,276,2329,2345,2320,train
2356,spec_unconditional_monomer_unconditional_monomer_807_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_807_model_1.cif,A,276,276,2330,2346,2321,train
2357,spec_unconditional_monomer_unconditional_monomer_807_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_807_model_2.cif,A,276,276,2331,2347,2322,train
2358,spec_unconditional_monomer_unconditional_monomer_808_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_808_model_0.cif,A,43,43,2332,2348,2323,train
2359,spec_unconditional_monomer_unconditional_monomer_808_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_808_model_1.cif,A,43,43,2333,2349,2324,train
2360,spec_unconditional_monomer_unconditional_monomer_808_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_808_model_2.cif,A,43,43,2334,2350,2325,train
2361,spec_unconditional_monomer_unconditional_monomer_809_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_809_model_0.cif,A,317,317,2335,2351,2326,train
2362,spec_unconditional_monomer_unconditional_monomer_809_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_809_model_1.cif,A,317,317,2336,2352,2327,train
2363,spec_unconditional_monomer_unconditional_monomer_809_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_809_model_2.cif,A,317,317,2337,2353,2328,train
2364,spec_unconditional_monomer_unconditional_monomer_80_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_80_model_0.cif,A,63,63,2338,2354,2329,train
2365,spec_unconditional_monomer_unconditional_monomer_80_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_80_model_1.cif,A,63,63,2339,2355,2330,train
2366,spec_unconditional_monomer_unconditional_monomer_80_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_80_model_2.cif,A,63,63,2340,2356,2331,train
2367,spec_unconditional_monomer_unconditional_monomer_810_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_810_model_0.cif,A,370,370,2341,2357,2332,test
2368,spec_unconditional_monomer_unconditional_monomer_810_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_810_model_1.cif,A,370,370,2342,2358,2333,train
2369,spec_unconditional_monomer_unconditional_monomer_810_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_810_model_2.cif,A,370,370,2343,2359,2334,train
2370,spec_unconditional_monomer_unconditional_monomer_811_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_811_model_0.cif,A,241,241,2344,2360,2335,test
2371,spec_unconditional_monomer_unconditional_monomer_811_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_811_model_1.cif,A,241,241,2345,2361,2336,train
2372,spec_unconditional_monomer_unconditional_monomer_811_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_811_model_2.cif,A,241,241,2346,2362,2337,train
2373,spec_unconditional_monomer_unconditional_monomer_812_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_812_model_0.cif,A,321,321,2347,2363,2338,train
2374,spec_unconditional_monomer_unconditional_monomer_812_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_812_model_1.cif,A,321,321,2348,2364,2339,train
2375,spec_unconditional_monomer_unconditional_monomer_812_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_812_model_2.cif,A,321,321,2349,2365,2340,train
2376,spec_unconditional_monomer_unconditional_monomer_813_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_813_model_0.cif,A,46,46,2350,2366,2341,train
2377,spec_unconditional_monomer_unconditional_monomer_813_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_813_model_1.cif,A,46,46,2351,2367,2342,train
2378,spec_unconditional_monomer_unconditional_monomer_813_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_813_model_2.cif,A,46,46,2352,2368,2343,train
2379,spec_unconditional_monomer_unconditional_monomer_814_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_814_model_0.cif,A,192,192,2353,2369,2344,train
2380,spec_unconditional_monomer_unconditional_monomer_814_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_814_model_1.cif,A,192,192,2354,2370,2345,test
2381,spec_unconditional_monomer_unconditional_monomer_814_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_814_model_2.cif,A,192,192,2355,2371,2346,train
2382,spec_unconditional_monomer_unconditional_monomer_815_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_815_model_0.cif,A,75,75,2356,2372,2347,train
2383,spec_unconditional_monomer_unconditional_monomer_815_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_815_model_1.cif,A,75,75,2357,2373,2348,train
2384,spec_unconditional_monomer_unconditional_monomer_815_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_815_model_2.cif,A,75,75,2358,2374,2349,train
2385,spec_unconditional_monomer_unconditional_monomer_816_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_816_model_0.cif,A,305,305,2359,2375,2350,train
2386,spec_unconditional_monomer_unconditional_monomer_816_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_816_model_1.cif,A,305,305,2360,2376,2351,train
2387,spec_unconditional_monomer_unconditional_monomer_816_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_816_model_2.cif,A,305,305,2361,2377,2352,test
2388,spec_unconditional_monomer_unconditional_monomer_817_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_817_model_0.cif,A,378,378,2362,2378,2353,test
2389,spec_unconditional_monomer_unconditional_monomer_817_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_817_model_1.cif,A,378,378,2363,2379,2354,train
2390,spec_unconditional_monomer_unconditional_monomer_817_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_817_model_2.cif,A,378,378,2364,2380,2355,train
2391,spec_unconditional_monomer_unconditional_monomer_818_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_818_model_0.cif,A,292,292,2365,2381,2356,train
2392,spec_unconditional_monomer_unconditional_monomer_818_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_818_model_1.cif,A,292,292,2366,2382,2357,train
2393,spec_unconditional_monomer_unconditional_monomer_818_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_818_model_2.cif,A,292,292,2367,2383,2358,train
2394,spec_unconditional_monomer_unconditional_monomer_819_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_819_model_0.cif,A,337,337,2368,2384,2359,train
2395,spec_unconditional_monomer_unconditional_monomer_819_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_819_model_1.cif,A,337,337,2369,2385,2360,train
2396,spec_unconditional_monomer_unconditional_monomer_819_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_819_model_2.cif,A,337,337,2370,2386,2361,train
2397,spec_unconditional_monomer_unconditional_monomer_81_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_81_model_0.cif,A,278,278,2371,2387,2362,test
2398,spec_unconditional_monomer_unconditional_monomer_81_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_81_model_1.cif,A,278,278,2372,2388,2363,train
2399,spec_unconditional_monomer_unconditional_monomer_81_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_81_model_2.cif,A,278,278,2373,2389,2364,train
2400,spec_unconditional_monomer_unconditional_monomer_820_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_820_model_0.cif,A,278,278,2371,2390,2362,test
2401,spec_unconditional_monomer_unconditional_monomer_820_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_820_model_1.cif,A,278,278,2374,2391,2365,train
2402,spec_unconditional_monomer_unconditional_monomer_820_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_820_model_2.cif,A,278,278,2375,2392,2366,train
2403,spec_unconditional_monomer_unconditional_monomer_821_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_821_model_0.cif,A,276,276,2376,2393,2367,train
2404,spec_unconditional_monomer_unconditional_monomer_821_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_821_model_1.cif,A,276,276,2377,2394,2368,train
2405,spec_unconditional_monomer_unconditional_monomer_821_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_821_model_2.cif,A,276,276,2378,2395,2369,test
2406,spec_unconditional_monomer_unconditional_monomer_822_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_822_model_0.cif,A,30,30,2379,2396,2370,train
2407,spec_unconditional_monomer_unconditional_monomer_822_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_822_model_1.cif,A,30,30,2380,2397,2371,train
2408,spec_unconditional_monomer_unconditional_monomer_822_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_822_model_2.cif,A,30,30,2381,2398,2372,train
2409,spec_unconditional_monomer_unconditional_monomer_823_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_823_model_0.cif,A,356,356,2382,2399,2373,test
2410,spec_unconditional_monomer_unconditional_monomer_823_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_823_model_1.cif,A,356,356,2383,2400,2374,test
2411,spec_unconditional_monomer_unconditional_monomer_823_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_823_model_2.cif,A,356,356,2384,2401,2375,train
2412,spec_unconditional_monomer_unconditional_monomer_824_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_824_model_0.cif,A,71,71,2385,2402,2376,train
2413,spec_unconditional_monomer_unconditional_monomer_824_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_824_model_1.cif,A,71,71,2386,2403,2377,train
2414,spec_unconditional_monomer_unconditional_monomer_824_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_824_model_2.cif,A,71,71,2387,2404,2378,train
2415,spec_unconditional_monomer_unconditional_monomer_825_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_825_model_0.cif,A,176,176,2388,2405,2379,train
2416,spec_unconditional_monomer_unconditional_monomer_825_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_825_model_1.cif,A,176,176,402,2406,401,test
2417,spec_unconditional_monomer_unconditional_monomer_825_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_825_model_2.cif,A,176,176,2389,2407,2380,train
2418,spec_unconditional_monomer_unconditional_monomer_826_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_826_model_0.cif,A,238,238,2390,2408,2381,test
2419,spec_unconditional_monomer_unconditional_monomer_826_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_826_model_1.cif,A,238,238,2391,2409,2382,train
2420,spec_unconditional_monomer_unconditional_monomer_826_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_826_model_2.cif,A,238,238,2392,2410,2383,train
2421,spec_unconditional_monomer_unconditional_monomer_827_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_827_model_0.cif,A,206,206,2393,2411,2384,train
2422,spec_unconditional_monomer_unconditional_monomer_827_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_827_model_1.cif,A,206,206,2394,2412,2385,train
2423,spec_unconditional_monomer_unconditional_monomer_827_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_827_model_2.cif,A,206,206,2395,2413,2386,train
2424,spec_unconditional_monomer_unconditional_monomer_828_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_828_model_0.cif,A,266,266,2396,2414,2387,train
2425,spec_unconditional_monomer_unconditional_monomer_828_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_828_model_1.cif,A,266,266,2397,2415,2388,train
2426,spec_unconditional_monomer_unconditional_monomer_828_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_828_model_2.cif,A,266,266,2398,2416,2389,train
2427,spec_unconditional_monomer_unconditional_monomer_829_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_829_model_0.cif,A,283,283,2399,2417,2390,train
2428,spec_unconditional_monomer_unconditional_monomer_829_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_829_model_1.cif,A,283,283,2400,2418,2391,train
2429,spec_unconditional_monomer_unconditional_monomer_829_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_829_model_2.cif,A,283,283,2401,2419,2392,train
2430,spec_unconditional_monomer_unconditional_monomer_82_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_82_model_0.cif,A,325,325,2402,2420,2393,test
2431,spec_unconditional_monomer_unconditional_monomer_82_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_82_model_1.cif,A,325,325,2403,2421,2394,train
2432,spec_unconditional_monomer_unconditional_monomer_82_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_82_model_2.cif,A,325,325,2404,2422,2395,train
